country,code,year,literacy_rate,avg_years_of_education,population,region
Bolivia,BOL,1880,32.5,0.1,1186392.0,South America
Bolivia,BOL,1885,32.5,0.12,1291389.0,South America
Bolivia,BOL,1890,32.5,0.15,1450298.0,South America
Bolivia,BOL,1895,32.5,0.19,1628674.0,South America
Bolivia,BOL,1900,32.5,0.24,1813429.0,South America
Bolivia,BOL,1905,32.5,0.29,1916363.0,South America
Bolivia,BOL,1910,32.5,0.37,2017450.0,South America
Bolivia,BOL,1915,32.5,0.47,2181829.0,South America
Bolivia,BOL,1920,32.5,0.68,2354214.0,South America
Bolivia,BOL,1925,32.5,0.86,2499110.0,South America
Bolivia,BOL,1930,32.5,1.01,2647402.0,South America
Bolivia,BOL,1935,32.5,1.71,2804535.0,South America
Bolivia,BOL,1940,32.5,1.91,2955228.0,South America
Bolivia,BOL,1945,32.5,2.11,3012318.0,South America
Bolivia,BOL,1950,32.5,2.44,3089975.0,South America
Bolivia,BOL,1955,32.5,2.8,3358005.0,South America
Bolivia,BOL,1960,32.5,3.15,3702323.0,South America
Bolivia,BOL,1965,32.5,3.7,4109800.0,South America
Bolivia,BOL,1970,32.5,4.14,4590008.0,South America
Bolivia,BOL,1975,32.5,4.8,5137540.0,South America
Bolivia,BOL,1976,63.0,2.11,5256497.0,South America
Bolivia,BOL,1980,63.0,5.76,5758905.0,South America
Bolivia,BOL,1985,63.0,6.7,6416193.0,South America
Bolivia,BOL,1990,63.0,7.63,7130143.0,South America
Bolivia,BOL,1992,80.0,2.11,7430337.0,South America
Bolivia,BOL,1995,80.0,8.09,7874676.0,South America
Bolivia,BOL,2000,80.0,8.73,8606330.0,South America
Bolivia,BOL,2001,87.0,2.11,8752740.0,South America
Bolivia,BOL,2005,87.0,8.77,9360758.0,South America
Bolivia,BOL,2007,91.0,2.11,9685960.0,South America
Bolivia,BOL,2008,91.0,2.11,9850859.0,South America
Bolivia,BOL,2009,91.0,2.11,10016279.0,South America
Bolivia,BOL,2010,91.0,8.57,10182345.0,South America
Bolivia,BOL,2011,92.0,2.11,10348931.0,South America
Bolivia,BOL,2012,94.0,2.11,10515814.0,South America
Bolivia,BOL,2015,92.0,8.62,11014707.0,South America
Bolivia,BOL,2020,94.0,9.06,11816301.0,South America
Bosnia and Herzegovina,BIH,1991,89.0,2.72,4458350.0,Europe
Bosnia and Herzegovina,BIH,2000,97.0,2.72,4159785.0,Europe
Bosnia and Herzegovina,BIH,2013,97.0,2.72,3610857.0,Europe
Botswana,BWA,1950,22.5,10.425,413708.0,Africa
Botswana,BWA,1991,69.0,10.425,1341767.0,Africa
Botswana,BWA,2003,81.0,10.425,1775744.0,Africa
Botswana,BWA,2015,81.0,10.27,2203276.0,Africa
Botswana,BWA,2020,81.0,10.58,2365895.0,Africa
Brazil,BRA,1870,34.7,0.14,9839950.0,South America
Brazil,BRA,1875,34.7,0.18,10780598.0,South America
Brazil,BRA,1880,34.7,0.22,11834544.0,South America
Brazil,BRA,1885,34.7,0.26,12991849.0,South America
Brazil,BRA,1890,34.7,0.3,14307331.0,South America
Brazil,BRA,1895,34.7,0.33,16062818.0,South America
Brazil,BRA,1900,34.7,0.56,18058538.0,South America
Brazil,BRA,1905,34.7,0.7,20110461.0,South America
Brazil,BRA,1910,34.7,0.81,22361184.0,South America
Brazil,BRA,1915,34.7,0.94,24850065.0,South America
Brazil,BRA,1920,35.1,1.07,27593186.0,South America
Brazil,BRA,1925,35.1,1.18,30551576.0,South America
Brazil,BRA,1930,35.1,1.35,33813213.0,South America
Brazil,BRA,1935,35.1,1.51,37421510.0,South America
Brazil,BRA,1940,43.9,1.66,41568218.0,South America
Brazil,BRA,1945,43.9,1.8,47230706.0,South America
Brazil,BRA,1950,47.5,2.11,53408551.0,South America
Brazil,BRA,1955,47.5,2.3,62101393.0,South America
Brazil,BRA,1960,47.5,2.53,72388124.0,South America
Brazil,BRA,1965,47.5,2.82,83817586.0,South America
Brazil,BRA,1970,47.5,3.28,95375656.0,South America
Brazil,BRA,1975,47.5,2.87,107619567.0,South America
Brazil,BRA,1980,75.0,3.05,121207451.0,South America
Brazil,BRA,1985,75.0,4.12,135515593.0,South America
Brazil,BRA,1990,75.0,4.94,149143223.0,South America
Brazil,BRA,1995,75.0,5.79,161735079.0,South America
Brazil,BRA,2000,86.0,6.76,174018278.0,South America
Brazil,BRA,2004,89.0,1.8,182675144.0,South America
Brazil,BRA,2005,89.0,7.67,184688101.0,South America
Brazil,BRA,2006,90.0,1.8,186653099.0,South America
Brazil,BRA,2007,90.0,1.8,188552311.0,South America
Brazil,BRA,2008,90.0,1.8,190367297.0,South America
Brazil,BRA,2009,90.0,1.8,192079958.0,South America
Brazil,BRA,2010,90.0,8.17,193701931.0,South America
Brazil,BRA,2011,91.0,1.8,195284736.0,South America
Brazil,BRA,2012,91.0,1.8,196876113.0,South America
Brazil,BRA,2013,91.0,1.8,198478290.0,South America
Brazil,BRA,2014,92.0,1.8,200085126.0,South America
Brazil,BRA,2015,92.0,7.66,201675534.0,South America
Brazil,BRA,2016,93.0,1.8,203218108.0,South America
Brazil,BRA,2017,93.0,1.8,204703440.0,South America
Brazil,BRA,2018,93.0,1.8,206107265.0,South America
Brazil,BRA,2020,93.0,8.0,208660845.0,South America
Brunei,BRN,1950,27.5,9.18,48316.0,Asia
Brunei,BRN,1981,78.0,9.18,191990.0,Asia
Brunei,BRN,1991,88.0,9.18,262604.0,Asia
Brunei,BRN,2001,93.0,9.18,333353.0,Asia
Brunei,BRN,2011,96.0,9.18,399395.0,Asia
Brunei,BRN,2015,96.0,9.08,422223.0,Asia
Brunei,BRN,2020,96.0,9.28,447411.0,Asia
Bulgaria,BGR,1870,29.6,0.94,2595993.0,Europe
Bulgaria,BGR,1875,29.6,0.97,2765601.0,Europe
Bulgaria,BGR,1880,29.6,1.01,2968348.0,Europe
Bulgaria,BGR,1885,29.6,1.06,3185955.0,Europe
Bulgaria,BGR,1890,29.6,1.13,3420766.0,Europe
Bulgaria,BGR,1895,29.6,1.32,3681214.0,Europe
Bulgaria,BGR,1900,29.6,1.55,3956269.0,Europe
Bulgaria,BGR,1905,34.5,1.69,4208238.0,Europe
Bulgaria,BGR,1910,42.2,2.05,4467209.0,Europe
Bulgaria,BGR,1915,42.2,3.02,4729527.0,Europe
Bulgaria,BGR,1920,53.3,3.35,5025707.0,Europe
Bulgaria,BGR,1925,53.3,3.51,5460137.0,Europe
Bulgaria,BGR,1926,60.3,3.89,5555149.0,Europe
Bulgaria,BGR,1930,60.3,3.52,5925817.0,Europe
Bulgaria,BGR,1934,68.6,3.89,6195623.0,Europe
Bulgaria,BGR,1935,68.6,3.54,6258372.0,Europe
Bulgaria,BGR,1940,68.6,3.78,6575077.0,Europe
Bulgaria,BGR,1945,68.6,3.89,6864065.0,Europe
Bulgaria,BGR,1950,77.5,3.97,7248509.0,Europe
Bulgaria,BGR,1955,77.5,4.82,7533657.0,Europe
Bulgaria,BGR,1960,77.5,5.24,7862935.0,Europe
Bulgaria,BGR,1965,77.5,4.71,8202417.0,Europe
Bulgaria,BGR,1970,77.5,6.54,8490822.0,Europe
Bulgaria,BGR,1975,77.5,7.41,8723145.0,Europe
Bulgaria,BGR,1980,77.5,8.15,8859539.0,Europe
Bulgaria,BGR,1985,77.5,8.76,8958855.0,Europe
Bulgaria,BGR,1990,77.5,8.68,8822366.0,Europe
Bulgaria,BGR,1995,77.5,9.31,8357576.0,Europe
Bulgaria,BGR,2000,77.5,9.65,8000519.0,Europe
Bulgaria,BGR,2001,98.0,3.89,7928455.0,Europe
Bulgaria,BGR,2005,98.0,10.61,7695047.0,Europe
Bulgaria,BGR,2010,98.0,11.07,7437594.0,Europe
Bulgaria,BGR,2011,98.0,3.89,7380023.0,Europe
Bulgaria,BGR,2015,98.0,10.71,7177515.0,Europe
Bulgaria,BGR,2020,98.0,10.75,6933656.0,Europe
Burkina Faso,BFA,1975,9.0,2.72,6147575.0,Africa
Burkina Faso,BFA,1991,14.0,2.72,9394631.0,Africa
Burkina Faso,BFA,1996,13.0,2.72,10655943.0,Africa
Burkina Faso,BFA,2003,22.0,2.72,13082530.0,Africa
Burkina Faso,BFA,2005,24.0,2.72,13932127.0,Africa
Burkina Faso,BFA,2006,22.0,2.72,14373713.0,Africa
Burkina Faso,BFA,2007,28.0,2.72,14816313.0,Africa
Burkina Faso,BFA,2014,35.0,2.72,18229466.0,Africa
Burkina Faso,BFA,2018,39.0,2.72,20438289.0,Africa
Burkina Faso,BFA,2019,30.0,2.72,20961956.0,Africa
Burkina Faso,BFA,2021,36.96738,2.72,21995249.0,Africa
Burkina Faso,BFA,2022,40.92361,2.72,22509038.0,Africa
Burundi,BDI,1979,23.0,4.675,4203533.0,Africa
Burundi,BDI,1990,37.0,4.675,5587051.0,Africa
Burundi,BDI,2000,59.0,4.675,6470196.0,Africa
Burundi,BDI,2008,48.0,4.675,8505643.0,Africa
Burundi,BDI,2014,62.0,4.675,10799789.0,Africa
Burundi,BDI,2015,62.0,4.3,11047581.0,Africa
Burundi,BDI,2016,65.68774,4.675,11239459.0,Africa
Burundi,BDI,2017,68.0,4.675,11506764.0,Africa
Burundi,BDI,2020,68.0,5.05,12617041.0,Africa
Cambodia,KHM,1870,17.5,0.01,2336875.0,Asia
Cambodia,KHM,1875,17.5,0.01,2408589.0,Asia
Cambodia,KHM,1880,17.5,0.01,2489195.0,Asia
Cambodia,KHM,1885,17.5,0.01,2572496.0,Asia
Cambodia,KHM,1890,17.5,0.01,2658582.0,Asia
Cambodia,KHM,1895,17.5,0.01,2747546.0,Asia
Cambodia,KHM,1900,17.5,0.01,2839483.0,Asia
Cambodia,KHM,1905,17.5,0.01,2934495.0,Asia
Cambodia,KHM,1910,17.5,0.01,3012110.0,Asia
Cambodia,KHM,1915,17.5,0.01,2962140.0,Asia
Cambodia,KHM,1920,17.5,0.02,2895102.0,Asia
Cambodia,KHM,1925,17.5,0.02,2830748.0,Asia
Cambodia,KHM,1930,17.5,0.03,2788985.0,Asia
Cambodia,KHM,1935,17.5,0.04,2883900.0,Asia
Cambodia,KHM,1940,17.5,0.07,3061261.0,Asia
Cambodia,KHM,1945,17.5,0.29,3645501.0,Asia
Cambodia,KHM,1950,17.5,0.44,4375252.0,Asia
Cambodia,KHM,1955,17.5,0.67,4890375.0,Asia
Cambodia,KHM,1960,17.5,1.23,5449964.0,Asia
Cambodia,KHM,1965,17.5,1.53,6072288.0,Asia
Cambodia,KHM,1970,17.5,1.91,6639187.0,Asia
Cambodia,KHM,1975,17.5,2.31,6581373.0,Asia
Cambodia,KHM,1980,17.5,2.66,5199874.0,Asia
Cambodia,KHM,1985,17.5,2.89,6043782.0,Asia
Cambodia,KHM,1990,17.5,3.2,7374754.0,Asia
Cambodia,KHM,1995,17.5,3.41,10018500.0,Asia
Cambodia,KHM,1998,67.0,0.29,12058180.0,Asia
Cambodia,KHM,2000,67.0,3.64,12462343.0,Asia
Cambodia,KHM,2004,74.0,0.29,13244737.0,Asia
Cambodia,KHM,2005,74.0,4.26,13439203.0,Asia
Cambodia,KHM,2008,77.0,0.29,14053479.0,Asia
Cambodia,KHM,2009,76.0,0.29,14276819.0,Asia
Cambodia,KHM,2010,76.0,4.94,14500730.0,Asia
Cambodia,KHM,2014,78.0,0.29,15396771.0,Asia
Cambodia,KHM,2015,81.0,5.32,15623253.0,Asia
Cambodia,KHM,2020,81.0,5.81,16725484.0,Asia
Cambodia,KHM,2021,71.92725,0.29,16974309.0,Asia
Cameroon,CMR,1870,7.5,0.01,3020602.0,Africa
Cameroon,CMR,1875,7.5,0.01,3103332.0,Africa
Cameroon,CMR,1880,7.5,0.01,3190261.0,Africa
Cameroon,CMR,1885,7.5,0.02,3279837.0,Africa
Cameroon,CMR,1890,7.5,0.02,3351734.0,Africa
Cameroon,CMR,1895,7.5,0.03,3297958.0,Africa
Cameroon,CMR,1900,7.5,0.05,3216679.0,Africa
Cameroon,CMR,1905,7.5,0.06,3082089.0,Africa
Cameroon,CMR,1910,7.5,0.07,2952166.0,Africa
Cameroon,CMR,1915,7.5,0.08,2873822.0,Africa
Cameroon,CMR,1920,7.5,0.11,2839117.0,Africa
Cameroon,CMR,1925,7.5,0.16,3001552.0,Africa
Cameroon,CMR,1930,7.5,0.2,3205602.0,Africa
Cameroon,CMR,1935,7.5,0.29,3418317.0,Africa
Cameroon,CMR,1940,7.5,0.37,3653142.0,Africa
Cameroon,CMR,1945,7.5,0.46,3963176.0,Africa
Cameroon,CMR,1950,7.5,0.72,4330088.0,Africa
Cameroon,CMR,1955,7.5,0.92,4700267.0,Africa
Cameroon,CMR,1960,7.5,1.12,5159059.0,Africa
Cameroon,CMR,1965,7.5,1.51,5704688.0,Africa
Cameroon,CMR,1970,7.5,1.92,6449795.0,Africa
Cameroon,CMR,1975,7.5,2.58,7397126.0,Africa
Cameroon,CMR,1976,41.0,0.46,7597962.0,Africa
Cameroon,CMR,1980,41.0,3.25,8512217.0,Africa
Cameroon,CMR,1985,41.0,3.94,9761728.0,Africa
Cameroon,CMR,1990,41.0,4.65,11331827.0,Africa
Cameroon,CMR,1995,41.0,5.3,13058517.0,Africa
Cameroon,CMR,2000,68.0,5.76,14912632.0,Africa
Cameroon,CMR,2005,68.0,6.06,17074599.0,Africa
Cameroon,CMR,2007,71.0,0.46,18049897.0,Africa
Cameroon,CMR,2010,71.0,6.41,19668063.0,Africa
Cameroon,CMR,2015,71.0,7.05,22763418.0,Africa
Cameroon,CMR,2018,72.54713,0.46,24806377.0,Africa
Cameroon,CMR,2020,72.54713,7.37,26210566.0,Africa
Canada,CAN,1870,82.9,2.68,3761273.0,North America
Canada,CAN,1875,82.9,2.81,4034909.0,North America
Canada,CAN,1880,82.9,2.94,4327935.0,North America
Canada,CAN,1885,82.9,3.05,4584338.0,North America
Canada,CAN,1890,82.9,3.18,4843260.0,North America
Canada,CAN,1895,82.9,3.35,5095557.0,North America
Canada,CAN,1900,82.9,3.99,5414425.0,North America
Canada,CAN,1901,82.9,7.46,5526732.0,North America
Canada,CAN,1905,82.9,4.34,6141319.0,North America
Canada,CAN,1910,82.9,4.83,7002961.0,North America
Canada,CAN,1911,89.0,7.46,7163537.0,North America
Canada,CAN,1915,89.0,5.18,7765975.0,North America
Canada,CAN,1920,89.0,5.54,8571309.0,North America
Canada,CAN,1921,94.3,7.46,8732206.0,North America
Canada,CAN,1925,94.3,5.92,9372783.0,North America
Canada,CAN,1930,94.3,6.35,10191122.0,North America
Canada,CAN,1931,95.7,7.46,10329362.0,North America
Canada,CAN,1935,95.7,6.85,10800991.0,North America
Canada,CAN,1940,95.7,7.14,11453308.0,North America
Canada,CAN,1945,95.7,7.46,12486770.0,North America
Canada,CAN,1950,97.5,7.76,13741740.0,North America
Canada,CAN,1955,97.5,8.11,15728281.0,North America
Canada,CAN,1960,97.5,8.55,17898793.0,North America
Canada,CAN,1965,97.5,8.85,19685517.0,North America
Canada,CAN,1970,97.5,9.47,21440022.0,North America
Canada,CAN,1975,97.5,10.02,23148981.0,North America
Canada,CAN,1980,97.5,10.49,24533779.0,North America
Canada,CAN,1985,97.5,10.29,25927463.0,North America
Canada,CAN,1990,97.5,10.71,27789437.0,North America
Canada,CAN,1995,97.5,11.11,29459138.0,North America
Canada,CAN,2000,97.5,11.39,30891800.0,North America
Canada,CAN,2005,97.5,12.49,32440172.0,North America
Canada,CAN,2010,97.5,12.74,34196900.0,North America
Canada,CAN,2015,97.5,12.83,35962236.0,North America
Canada,CAN,2020,97.5,12.93,38171903.0,North America
Cape Verde,CPV,1950,22.5,2.72,184986.0,Africa
Cape Verde,CPV,1990,63.0,2.72,375437.0,Africa
Cape Verde,CPV,2012,85.0,2.72,511966.0,Africa
Cape Verde,CPV,2015,87.0,2.72,512405.0,Africa
Cayman Islands,CYM,2007,99.0,2.72,49709.0,North America
Central African Republic,CAF,1950,3.0,4.425,1438062.0,Africa
Central African Republic,CAF,1975,18.0,4.425,2313925.0,Africa
Central African Republic,CAF,1988,34.0,4.425,2713967.0,Africa
Central African Republic,CAF,2000,51.0,4.425,3833421.0,Africa
Central African Republic,CAF,2015,51.0,4.21,4629322.0,Africa
Central African Republic,CAF,2019,42.44279,4.425,4944708.0,Africa
Central African Republic,CAF,2020,42.44279,4.64,5026629.0,Africa
Chad,TCD,1993,11.0,2.72,6629147.0,Africa
Chad,TCD,2000,26.0,2.72,8512092.0,Africa
Chad,TCD,2004,28.0,2.72,9920036.0,Africa
Chad,TCD,2016,22.0,2.72,15114652.0,Africa
Chad,TCD,2019,30.62792,2.72,16685223.0,Africa
Chile,CHL,1870,50.1,0.43,1993622.0,South America
Chile,CHL,1875,50.1,0.51,2165173.0,South America
Chile,CHL,1880,50.1,0.58,2349056.0,South America
Chile,CHL,1885,50.1,0.64,2538055.0,South America
Chile,CHL,1890,50.1,0.69,2737912.0,South America
Chile,CHL,1895,50.1,0.75,2936624.0,South America
Chile,CHL,1900,50.1,1.58,3144546.0,South America
Chile,CHL,1905,50.1,1.85,3351643.0,South America
Chile,CHL,1907,50.1,4.76,3437240.0,South America
Chile,CHL,1910,50.1,2.39,3569943.0,South America
Chile,CHL,1915,50.1,2.92,3803843.0,South America
Chile,CHL,1920,63.1,3.43,4044201.0,South America
Chile,CHL,1925,63.1,3.86,4323894.0,South America
Chile,CHL,1930,75.6,4.08,4638243.0,South America
Chile,CHL,1935,75.6,4.31,5039853.0,South America
Chile,CHL,1940,73.6,4.59,5492530.0,South America
Chile,CHL,1945,73.6,4.76,6022587.0,South America
Chile,CHL,1950,77.5,4.91,6628577.0,South America
Chile,CHL,1955,77.5,5.04,7332311.0,South America
Chile,CHL,1960,77.5,5.23,8153356.0,South America
Chile,CHL,1965,77.5,5.71,9012944.0,South America
Chile,CHL,1970,77.5,6.18,9845347.0,South America
Chile,CHL,1975,77.5,6.7,10671567.0,South America
Chile,CHL,1980,77.5,7.13,11508553.0,South America
Chile,CHL,1982,91.0,4.76,11850214.0,South America
Chile,CHL,1985,91.0,7.85,12395277.0,South America
Chile,CHL,1990,91.0,8.58,13437181.0,South America
Chile,CHL,1992,94.0,4.76,13884579.0,South America
Chile,CHL,1995,94.0,8.92,14527382.0,South America
Chile,CHL,2000,94.0,9.41,15503638.0,South America
Chile,CHL,2002,96.0,4.76,15857926.0,South America
Chile,CHL,2005,96.0,9.96,16348780.0,South America
Chile,CHL,2010,96.0,10.35,17181463.0,South America
Chile,CHL,2011,97.0,4.76,17351810.0,South America
Chile,CHL,2013,96.0,4.76,17687006.0,South America
Chile,CHL,2015,97.0,10.49,18047630.0,South America
Chile,CHL,2017,96.0,4.76,18558868.0,South America
Chile,CHL,2020,96.0,10.74,19370621.0,South America
China,CHN,1870,47.5,0.01,358200976.0,Asia
China,CHN,1875,47.5,0.01,361066568.0,Asia
China,CHN,1880,47.5,0.01,365789113.0,Asia
China,CHN,1885,47.5,0.01,371212674.0,Asia
China,CHN,1890,47.5,0.01,377255533.0,Asia
China,CHN,1895,47.5,0.01,386205058.0,Asia
China,CHN,1900,47.5,0.02,395929430.0,Asia
China,CHN,1905,47.5,0.02,406610574.0,Asia
China,CHN,1910,47.5,0.04,419058430.0,Asia
China,CHN,1915,47.5,0.06,440794834.0,Asia
China,CHN,1920,47.5,0.08,463330522.0,Asia
China,CHN,1925,47.5,0.16,473684764.0,Asia
China,CHN,1930,47.5,0.26,482831090.0,Asia
China,CHN,1935,47.5,0.36,496610129.0,Asia
China,CHN,1940,47.5,1.39,511303712.0,Asia
China,CHN,1945,47.5,1.53,525143778.0,Asia
China,CHN,1950,47.5,1.79,544044355.0,Asia
China,CHN,1955,47.5,2.18,603547014.0,Asia
China,CHN,1960,47.5,2.8,654802068.0,Asia
China,CHN,1965,47.5,3.4,723415737.0,Asia
China,CHN,1970,47.5,4.16,823308964.0,Asia
China,CHN,1975,47.5,4.83,916116796.0,Asia
China,CHN,1980,47.5,5.74,983163540.0,Asia
China,CHN,1982,66.0,1.53,1013588177.0,Asia
China,CHN,1985,66.0,6.16,1059807818.0,Asia
China,CHN,1990,78.0,6.45,1153582725.0,Asia
China,CHN,1995,78.0,7.17,1220133929.0,Asia
China,CHN,2000,91.0,7.79,1269581174.0,Asia
China,CHN,2005,91.0,8.02,1310027135.0,Asia
China,CHN,2010,95.0,8.25,1351561505.0,Asia
China,CHN,2015,95.0,8.51,1396134171.0,Asia
China,CHN,2020,97.0,8.99,1426106093.0,Asia
Cocos Islands,CCK,1950,17.5,2.72,,Asia
Colombia,COL,1870,42.4,0.32,2440990.0,South America
Colombia,COL,1875,42.4,0.37,2615730.0,South America
Colombia,COL,1880,42.4,0.42,2851550.0,South America
Colombia,COL,1885,42.4,0.48,3108630.0,South America
Colombia,COL,1890,42.4,0.51,3388871.0,South America
Colombia,COL,1895,42.4,0.52,3694283.0,South America
Colombia,COL,1900,42.4,0.85,4034733.0,South America
Colombia,COL,1905,42.4,1.0,4457462.0,South America
Colombia,COL,1910,42.4,1.44,4944811.0,South America
Colombia,COL,1915,42.4,1.62,5565363.0,South America
Colombia,COL,1918,42.4,2.4,5981524.0,South America
Colombia,COL,1920,42.4,1.79,6275946.0,South America
Colombia,COL,1925,42.4,2.01,7082116.0,South America
Colombia,COL,1928,51.6,2.4,7615377.0,South America
Colombia,COL,1930,51.6,2.17,7946343.0,South America
Colombia,COL,1935,51.6,2.32,8602649.0,South America
Colombia,COL,1938,55.8,2.4,8992512.0,South America
Colombia,COL,1940,55.8,2.4,9311615.0,South America
Colombia,COL,1945,55.8,2.53,10414773.0,South America
Colombia,COL,1950,52.5,2.38,11766991.0,South America
Colombia,COL,1955,52.5,2.73,13473060.0,South America
Colombia,COL,1960,52.5,3.1,15606209.0,South America
Colombia,COL,1965,52.5,3.47,18169053.0,South America
Colombia,COL,1970,52.5,3.98,20811790.0,South America
Colombia,COL,1975,52.5,4.43,23344650.0,South America
Colombia,COL,1980,52.5,4.99,26104503.0,South America
Colombia,COL,1985,52.5,5.63,29268470.0,South America
Colombia,COL,1990,52.5,6.16,32440064.0,South America
Colombia,COL,1993,91.0,2.4,34441479.0,South America
Colombia,COL,1995,91.0,6.68,35804670.0,South America
Colombia,COL,1996,91.0,2.4,36462740.0,South America
Colombia,COL,2000,91.0,7.12,39089939.0,South America
Colombia,COL,2004,93.0,2.4,41543177.0,South America
Colombia,COL,2005,93.0,7.56,42128978.0,South America
Colombia,COL,2006,92.0,2.4,42691081.0,South America
Colombia,COL,2007,93.0,2.4,43235374.0,South America
Colombia,COL,2008,93.0,2.4,43758805.0,South America
Colombia,COL,2009,93.0,2.4,44271543.0,South America
Colombia,COL,2010,93.0,9.35,44777325.0,South America
Colombia,COL,2011,94.0,2.4,45259614.0,South America
Colombia,COL,2014,94.0,2.4,46565426.0,South America
Colombia,COL,2015,94.0,9.78,46969938.0,South America
Colombia,COL,2016,95.0,2.4,47437513.0,South America
Colombia,COL,2018,95.0,2.4,49024463.0,South America
Colombia,COL,2019,95.0,2.4,49907987.0,South America
Colombia,COL,2020,96.0,10.2,50629997.0,South America
Comoros,COM,1950,22.5,2.72,161951.0,Africa
Comoros,COM,1980,48.0,2.72,337728.0,Africa
Comoros,COM,2000,68.0,2.72,536084.0,Africa
Congo,COG,1984,60.0,6.605,1999533.0,Africa
Congo,COG,2005,76.0,6.605,3696399.0,Africa
Congo,COG,2015,76.0,6.47,5097583.0,Africa
Congo,COG,2020,76.0,6.74,5752792.0,Africa
Cook Islands,COK,1950,92.5,2.72,14714.0,Oceania
Costa Rica,CRI,1870,77.5,0.32,142062.0,North America
Costa Rica,CRI,1875,77.5,0.4,163385.0,North America
Costa Rica,CRI,1880,77.5,0.48,189610.0,North America
Costa Rica,CRI,1885,77.5,0.59,220456.0,North America
Costa Rica,CRI,1890,77.5,0.72,254968.0,North America
Costa Rica,CRI,1895,77.5,0.87,285140.0,North America
Costa Rica,CRI,1900,77.5,1.56,317246.0,North America
Costa Rica,CRI,1905,77.5,1.89,352954.0,North America
Costa Rica,CRI,1910,77.5,2.21,391337.0,North America
Costa Rica,CRI,1915,77.5,2.45,424936.0,North America
Costa Rica,CRI,1920,77.5,2.71,459026.0,North America
Costa Rica,CRI,1925,77.5,2.99,500006.0,North America
Costa Rica,CRI,1930,77.5,3.13,546929.0,North America
Costa Rica,CRI,1935,77.5,3.28,607597.0,North America
Costa Rica,CRI,1940,77.5,3.43,681697.0,North America
Costa Rica,CRI,1945,77.5,3.62,800613.0,North America
Costa Rica,CRI,1950,77.5,3.6,926761.0,North America
Costa Rica,CRI,1955,77.5,3.82,1103056.0,North America
Costa Rica,CRI,1960,77.5,3.96,1327501.0,North America
Costa Rica,CRI,1965,77.5,4.22,1586214.0,North America
Costa Rica,CRI,1970,77.5,4.03,1838946.0,North America
Costa Rica,CRI,1975,77.5,5.3,2092716.0,North America
Costa Rica,CRI,1980,77.5,6.26,2390641.0,North America
Costa Rica,CRI,1984,93.0,3.6,2667597.0,North America
Costa Rica,CRI,1985,93.0,6.88,2741903.0,North America
Costa Rica,CRI,1990,93.0,7.28,3121707.0,North America
Costa Rica,CRI,1995,93.0,7.61,3535179.0,North America
Costa Rica,CRI,2000,95.0,7.96,3937737.0,North America
Costa Rica,CRI,2005,95.0,8.52,4261240.0,North America
Costa Rica,CRI,2010,95.0,8.43,4555965.0,North America
Costa Rica,CRI,2011,97.0,3.6,4609834.0,North America
Costa Rica,CRI,2015,97.0,8.77,4818045.0,North America
Costa Rica,CRI,2020,97.0,9.12,5034323.0,North America
Cote d'Ivoire,CIV,1870,34.0,0.01,1205926.0,Africa
Cote d'Ivoire,CIV,1875,34.0,0.01,1255320.0,Africa
Cote d'Ivoire,CIV,1880,34.0,0.01,1305888.0,Africa
Cote d'Ivoire,CIV,1885,34.0,0.01,1348225.0,Africa
Cote d'Ivoire,CIV,1890,34.0,0.01,1391919.0,Africa
Cote d'Ivoire,CIV,1895,34.0,0.02,1447881.0,Africa
Cote d'Ivoire,CIV,1900,34.0,0.02,1505099.0,Africa
Cote d'Ivoire,CIV,1905,34.0,0.02,1546894.0,Africa
Cote d'Ivoire,CIV,1910,34.0,0.08,1588890.0,Africa
Cote d'Ivoire,CIV,1915,34.0,0.14,1644365.0,Africa
Cote d'Ivoire,CIV,1920,34.0,0.19,1707305.0,Africa
Cote d'Ivoire,CIV,1925,34.0,0.25,1829645.0,Africa
Cote d'Ivoire,CIV,1930,34.0,0.31,1969853.0,Africa
Cote d'Ivoire,CIV,1935,34.0,0.32,2112878.0,Africa
Cote d'Ivoire,CIV,1940,34.0,0.35,2270472.0,Africa
Cote d'Ivoire,CIV,1945,34.0,0.39,2476609.0,Africa
Cote d'Ivoire,CIV,1950,34.0,0.86,2735187.0,Africa
Cote d'Ivoire,CIV,1955,34.0,0.91,3136631.0,Africa
Cote d'Ivoire,CIV,1960,34.0,0.99,3673672.0,Africa
Cote d'Ivoire,CIV,1965,34.0,1.09,4442384.0,Africa
Cote d'Ivoire,CIV,1970,34.0,1.33,5411573.0,Africa
Cote d'Ivoire,CIV,1975,34.0,1.76,6776303.0,Africa
Cote d'Ivoire,CIV,1980,34.0,2.13,8220717.0,Africa
Cote d'Ivoire,CIV,1985,34.0,2.46,10040486.0,Africa
Cote d'Ivoire,CIV,1988,34.0,0.39,11275194.0,Africa
Cote d'Ivoire,CIV,1990,34.0,2.79,12189780.0,Africa
Cote d'Ivoire,CIV,1995,34.0,3.46,14855566.0,Africa
Cote d'Ivoire,CIV,1998,36.0,0.39,16663948.0,Africa
Cote d'Ivoire,CIV,2000,49.0,4.06,17699007.0,Africa
Cote d'Ivoire,CIV,2005,49.0,4.52,20068468.0,Africa
Cote d'Ivoire,CIV,2010,49.0,4.93,22488068.0,Africa
Cote d'Ivoire,CIV,2014,44.0,0.39,24527393.0,Africa
